订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
8779,2022-09-05,冰咖啡,饮品,40,8,320,在线支付,傍晚
8780,2022-09-05,瓦达汉堡,快餐,20,10,200,在线支付,下午
8781,2022-09-05,法兰基卷,快餐,50,7,350,现金,傍晚
8782,2022-09-05,法兰基卷,快餐,50,6,300,现金,午夜
8783,2022-09-05,脆球点心,快餐,20,5,100,现金,下午
8784,2022-09-05,脆球点心,快餐,20,4,80,现金,傍晚
8785,2022-09-05,瓦达汉堡,快餐,20,6,120,在线支付,傍晚
8786,2022-09-05,法兰基卷,快餐,50,1,50,在线支付,午夜
8787,2022-09-05,法兰基卷,快餐,50,11,550,其他,午夜
8788,2022-09-05,冰咖啡,饮品,40,7,280,在线支付,下午
8789,2022-09-05,咖喱土豆球,快餐,20,12,240,现金,午夜
8790,2022-09-05,脆球点心,快餐,20,4,80,在线支付,早晨
8791,2022-09-05,法兰基卷,快餐,50,12,600,在线支付,下午
8792,2022-09-05,咖喱土豆球,快餐,20,7,140,现金,下午
8793,2022-09-05,脆球点心,快餐,20,3,60,现金,午夜
8794,2022-09-05,法兰基卷,快餐,50,12,600,在线支付,晚上
8795,2022-09-05,法兰基卷,快餐,50,6,300,现金,晚上
8796,2022-09-05,招牌三明治,快餐,60,7,420,其他,早晨
8797,2022-09-05,冰咖啡,饮品,40,14,560,在线支付,午夜
8798,2022-09-05,法兰基卷,快餐,50,15,750,在线支付,晚上
8799,2022-09-05,冰咖啡,饮品,40,8,320,其他,午夜
8800,2022-09-05,脆球点心,快餐,20,10,200,现金,傍晚
8801,2022-09-05,招牌三明治,快餐,60,3,180,现金,下午
8802,2022-09-05,冰咖啡,饮品,40,10,400,在线支付,傍晚
8803,2022-09-05,咖喱土豆球,快餐,20,15,300,在线支付,下午
8804,2022-09-05,冰咖啡,饮品,40,10,400,现金,午夜
8805,2022-09-05,冰咖啡,饮品,40,15,600,现金,早晨
8806,2022-09-05,冰咖啡,饮品,40,8,320,现金,傍晚
8807,2022-09-05,招牌三明治,快餐,60,11,660,现金,早晨
8808,2022-09-05,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
8809,2022-09-05,咖喱土豆球,快餐,20,5,100,在线支付,下午
8810,2022-09-05,瓦达汉堡,快餐,20,5,100,现金,傍晚
8811,2022-09-05,脆球点心,快餐,20,14,280,现金,下午
8812,2022-09-05,冰咖啡,饮品,40,1,40,现金,早晨
8813,2022-09-05,新鲜甘蔗汁,饮品,25,11,275,其他,早晨
8814,2022-09-05,冰咖啡,饮品,40,3,120,在线支付,晚上
8815,2022-09-05,招牌三明治,快餐,60,10,600,在线支付,下午
8816,2022-09-05,法兰基卷,快餐,50,3,150,现金,傍晚
8817,2022-09-05,脆球点心,快餐,20,11,220,现金,傍晚
8818,2022-09-05,冰咖啡,饮品,40,14,560,在线支付,晚上
8819,2022-09-05,瓦达汉堡,快餐,20,11,220,在线支付,晚上
8820,2022-09-05,新鲜甘蔗汁,饮品,25,8,200,其他,下午
8821,2022-09-05,瓦达汉堡,快餐,20,11,220,在线支付,下午
8822,2022-09-05,咖喱土豆球,快餐,20,2,40,现金,晚上
8823,2022-09-05,招牌三明治,快餐,60,6,360,现金,午夜
8824,2022-09-05,冰咖啡,饮品,40,13,520,在线支付,午夜
8825,2022-09-05,咖喱土豆球,快餐,20,4,80,现金,午夜
8826,2022-09-05,招牌三明治,快餐,60,6,360,在线支付,早晨
8827,2022-09-05,冰咖啡,饮品,40,3,120,现金,早晨
8828,2022-09-05,法兰基卷,快餐,50,10,500,在线支付,早晨
8829,2022-09-05,冰咖啡,饮品,40,6,240,在线支付,午夜
8830,2022-09-05,冰咖啡,饮品,40,3,120,在线支付,早晨
8831,2022-09-05,脆球点心,快餐,20,1,20,现金,早晨
8832,2022-09-05,招牌三明治,快餐,60,15,900,在线支付,傍晚
8833,2022-09-05,法兰基卷,快餐,50,2,100,现金,午夜
8834,2022-09-05,咖喱土豆球,快餐,20,12,240,在线支付,午夜
8835,2022-09-05,瓦达汉堡,快餐,20,1,20,其他,午夜
8836,2022-09-05,法兰基卷,快餐,50,6,300,现金,早晨
8837,2022-09-05,法兰基卷,快餐,50,13,650,在线支付,晚上
8838,2022-09-05,瓦达汉堡,快餐,20,15,300,现金,下午
8839,2022-09-05,脆球点心,快餐,20,9,180,在线支付,傍晚
8840,2022-09-05,瓦达汉堡,快餐,20,5,100,其他,下午
8841,2022-09-06,冰咖啡,饮品,40,10,400,现金,下午
8842,2022-09-06,咖喱土豆球,快餐,20,2,40,现金,早晨
8843,2022-09-06,脆球点心,快餐,20,15,300,其他,早晨
8844,2022-09-06,新鲜甘蔗汁,饮品,25,13,325,在线支付,晚上
8845,2022-09-06,招牌三明治,快餐,60,8,480,在线支付,晚上
8846,2022-09-06,招牌三明治,快餐,60,13,780,现金,午夜
8847,2022-09-06,法兰基卷,快餐,50,7,350,在线支付,早晨
8848,2022-09-06,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
8849,2022-09-06,咖喱土豆球,快餐,20,11,220,现金,傍晚
8850,2022-09-06,咖喱土豆球,快餐,20,10,200,其他,午夜
8851,2022-09-06,新鲜甘蔗汁,饮品,25,6,150,现金,傍晚
8852,2022-09-06,招牌三明治,快餐,60,15,900,在线支付,早晨
8853,2022-09-06,瓦达汉堡,快餐,20,1,20,现金,傍晚
8854,2022-09-06,冰咖啡,饮品,40,5,200,现金,早晨
8855,2022-09-06,法兰基卷,快餐,50,5,250,现金,下午
8856,2022-09-06,冰咖啡,饮品,40,6,240,现金,傍晚
8857,2022-09-06,脆球点心,快餐,20,9,180,在线支付,傍晚
8858,2022-09-06,招牌三明治,快餐,60,3,180,在线支付,下午
8859,2022-09-06,脆球点心,快餐,20,11,220,现金,晚上
8860,2022-09-06,脆球点心,快餐,20,11,220,现金,傍晚
8861,2022-09-06,瓦达汉堡,快餐,20,8,160,其他,午夜
8862,2022-09-06,招牌三明治,快餐,60,9,540,其他,傍晚
8863,2022-09-06,新鲜甘蔗汁,饮品,25,13,325,现金,午夜
8864,2022-09-06,新鲜甘蔗汁,饮品,25,9,225,在线支付,傍晚
8865,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,在线支付,午夜
8866,2022-09-06,瓦达汉堡,快餐,20,11,220,在线支付,晚上
8867,2022-09-06,脆球点心,快餐,20,9,180,现金,午夜
8868,2022-09-06,冰咖啡,饮品,40,11,440,在线支付,下午
8869,2022-09-06,法兰基卷,快餐,50,9,450,现金,下午
8870,2022-09-06,招牌三明治,快餐,60,10,600,在线支付,傍晚
8871,2022-09-06,脆球点心,快餐,20,1,20,在线支付,早晨
8872,2022-09-06,咖喱土豆球,快餐,20,6,120,现金,午夜
8873,2022-09-06,瓦达汉堡,快餐,20,15,300,在线支付,傍晚
8874,2022-09-06,咖喱土豆球,快餐,20,8,160,现金,午夜
8875,2022-09-06,瓦达汉堡,快餐,20,8,160,在线支付,傍晚
8876,2022-09-06,新鲜甘蔗汁,饮品,25,12,300,在线支付,午夜
8877,2022-09-06,法兰基卷,快餐,50,9,450,现金,晚上
8878,2022-09-06,法兰基卷,快餐,50,7,350,在线支付,晚上
8879,2022-09-06,法兰基卷,快餐,50,9,450,在线支付,下午
8880,2022-09-06,新鲜甘蔗汁,饮品,25,15,375,其他,早晨
8881,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,现金,午夜
8882,2022-09-06,咖喱土豆球,快餐,20,10,200,现金,晚上
8883,2022-09-06,新鲜甘蔗汁,饮品,25,9,225,在线支付,午夜
8884,2022-09-06,法兰基卷,快餐,50,13,650,现金,晚上
8885,2022-09-06,脆球点心,快餐,20,14,280,在线支付,下午
8886,2022-09-06,招牌三明治,快餐,60,13,780,现金,午夜
8887,2022-09-06,法兰基卷,快餐,50,2,100,在线支付,晚上
8888,2022-09-06,咖喱土豆球,快餐,20,4,80,现金,午夜
8889,2022-09-06,咖喱土豆球,快餐,20,11,220,现金,午夜
8890,2022-09-06,脆球点心,快餐,20,7,140,在线支付,下午
8891,2022-09-06,招牌三明治,快餐,60,11,660,在线支付,傍晚
8892,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,现金,早晨
8893,2022-09-06,冰咖啡,饮品,40,7,280,在线支付,晚上
8894,2022-09-06,瓦达汉堡,快餐,20,3,60,现金,午夜
8895,2022-09-06,法兰基卷,快餐,50,1,50,在线支付,下午
8896,2022-09-06,法兰基卷,快餐,50,15,750,现金,早晨
8897,2022-09-06,新鲜甘蔗汁,饮品,25,9,225,现金,晚上
8898,2022-09-06,脆球点心,快餐,20,8,160,在线支付,早晨
8899,2022-09-06,瓦达汉堡,快餐,20,5,100,在线支付,下午
8900,2022-09-06,法兰基卷,快餐,50,1,50,在线支付,晚上
8901,2022-09-06,咖喱土豆球,快餐,20,8,160,在线支付,午夜
8902,2022-09-06,招牌三明治,快餐,60,7,420,在线支付,下午
8903,2022-09-06,新鲜甘蔗汁,饮品,25,9,225,其他,傍晚
8904,2022-09-06,瓦达汉堡,快餐,20,5,100,现金,傍晚
8905,2022-09-06,招牌三明治,快餐,60,10,600,在线支付,下午
8906,2022-09-06,冰咖啡,饮品,40,4,160,其他,午夜
8907,2022-09-06,新鲜甘蔗汁,饮品,25,5,125,在线支付,午夜
8908,2022-09-06,新鲜甘蔗汁,饮品,25,2,50,现金,下午
8909,2022-09-06,法兰基卷,快餐,50,4,200,现金,晚上
8910,2022-09-06,瓦达汉堡,快餐,20,15,300,现金,傍晚
8911,2022-09-06,脆球点心,快餐,20,12,240,其他,午夜
8912,2022-09-06,脆球点心,快餐,20,11,220,在线支付,晚上
8913,2022-09-06,脆球点心,快餐,20,8,160,在线支付,晚上
8914,2022-09-06,新鲜甘蔗汁,饮品,25,9,225,在线支付,午夜
8915,2022-09-06,新鲜甘蔗汁,饮品,25,1,25,在线支付,傍晚
8916,2022-09-06,脆球点心,快餐,20,7,140,在线支付,早晨
8917,2022-09-06,瓦达汉堡,快餐,20,7,140,现金,傍晚
8918,2022-09-06,冰咖啡,饮品,40,11,440,在线支付,傍晚
8919,2022-09-06,咖喱土豆球,快餐,20,9,180,现金,傍晚
8920,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,在线支付,下午
8921,2022-09-06,新鲜甘蔗汁,饮品,25,8,200,在线支付,晚上
8922,2022-09-06,冰咖啡,饮品,40,7,280,在线支付,傍晚
8923,2022-09-06,冰咖啡,饮品,40,6,240,现金,午夜
8924,2022-09-06,新鲜甘蔗汁,饮品,25,1,25,在线支付,晚上
8925,2022-09-06,脆球点心,快餐,20,11,220,在线支付,晚上
8926,2022-09-06,法兰基卷,快餐,50,7,350,在线支付,下午
8927,2022-09-06,法兰基卷,快餐,50,7,350,在线支付,下午
8928,2022-09-06,法兰基卷,快餐,50,15,750,其他,傍晚
8929,2022-09-06,瓦达汉堡,快餐,20,8,160,现金,早晨
8930,2022-09-06,招牌三明治,快餐,60,4,240,现金,午夜
8931,2022-09-06,脆球点心,快餐,20,12,240,现金,午夜
8932,2022-09-06,脆球点心,快餐,20,7,140,现金,午夜
8933,2022-09-06,招牌三明治,快餐,60,12,720,现金,傍晚
8934,2022-09-06,新鲜甘蔗汁,饮品,25,11,275,在线支付,傍晚
8935,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,在线支付,傍晚
8936,2022-09-06,咖喱土豆球,快餐,20,6,120,在线支付,傍晚
8937,2022-09-06,招牌三明治,快餐,60,15,900,其他,晚上
8938,2022-09-06,冰咖啡,饮品,40,3,120,现金,傍晚
8939,2022-09-06,咖喱土豆球,快餐,20,4,80,在线支付,午夜
8940,2022-09-06,瓦达汉堡,快餐,20,11,220,在线支付,午夜
8941,2022-09-06,招牌三明治,快餐,60,4,240,现金,晚上
8942,2022-09-06,招牌三明治,快餐,60,4,240,现金,晚上
8943,2022-09-06,新鲜甘蔗汁,饮品,25,6,150,现金,傍晚
8944,2022-09-06,冰咖啡,饮品,40,4,160,现金,晚上
8945,2022-09-06,新鲜甘蔗汁,饮品,25,8,200,现金,晚上
8946,2022-09-06,脆球点心,快餐,20,13,260,在线支付,早晨
8947,2022-09-06,冰咖啡,饮品,40,15,600,在线支付,下午
8948,2022-09-06,新鲜甘蔗汁,饮品,25,4,100,现金,傍晚
8949,2022-09-06,咖喱土豆球,快餐,20,10,200,现金,早晨
8950,2022-09-06,咖喱土豆球,快餐,20,11,220,在线支付,午夜
8951,2022-09-06,瓦达汉堡,快餐,20,15,300,现金,晚上
8952,2022-09-06,新鲜甘蔗汁,饮品,25,6,150,在线支付,傍晚
8953,2022-09-06,新鲜甘蔗汁,饮品,25,11,275,在线支付,晚上
8954,2022-09-06,冰咖啡,饮品,40,3,120,在线支付,早晨
8955,2022-09-06,咖喱土豆球,快餐,20,10,200,现金,下午
8956,2022-09-06,冰咖啡,饮品,40,6,240,现金,晚上
8957,2022-09-06,瓦达汉堡,快餐,20,4,80,现金,午夜
8958,2022-09-06,冰咖啡,饮品,40,6,240,在线支付,早晨
8959,2022-09-06,新鲜甘蔗汁,饮品,25,10,250,在线支付,早晨
8960,2022-09-06,脆球点心,快餐,20,13,260,其他,下午
8961,2022-09-06,咖喱土豆球,快餐,20,10,200,在线支付,晚上
8962,2022-09-06,咖喱土豆球,快餐,20,10,200,在线支付,晚上
8963,2022-09-06,咖喱土豆球,快餐,20,6,120,现金,下午
8964,2022-09-06,新鲜甘蔗汁,饮品,25,11,275,在线支付,下午
8965,2022-09-06,瓦达汉堡,快餐,20,15,300,在线支付,早晨
8966,2022-09-06,法兰基卷,快餐,50,9,450,现金,下午
8967,2022-09-06,咖喱土豆球,快餐,20,13,260,现金,午夜
8968,2022-09-06,咖喱土豆球,快餐,20,10,200,其他,晚上
8969,2022-09-06,瓦达汉堡,快餐,20,7,140,现金,下午
8970,2022-09-06,脆球点心,快餐,20,15,300,在线支付,早晨
8971,2022-09-06,瓦达汉堡,快餐,20,10,200,在线支付,晚上
8972,2022-09-06,瓦达汉堡,快餐,20,11,220,在线支付,早晨
8973,2022-09-06,咖喱土豆球,快餐,20,9,180,现金,早晨
8974,2022-09-06,法兰基卷,快餐,50,1,50,在线支付,午夜
8975,2022-09-06,瓦达汉堡,快餐,20,15,300,在线支付,下午
8976,2022-09-06,瓦达汉堡,快餐,20,15,300,在线支付,下午
8977,2022-09-07,咖喱土豆球,快餐,20,9,180,在线支付,傍晚
8978,2022-09-07,招牌三明治,快餐,60,12,720,现金,傍晚
8979,2022-09-07,瓦达汉堡,快餐,20,13,260,现金,傍晚
8980,2022-09-07,法兰基卷,快餐,50,13,650,其他,晚上
8981,2022-09-07,咖喱土豆球,快餐,20,10,200,现金,午夜
8982,2022-09-07,法兰基卷,快餐,50,11,550,在线支付,早晨
8983,2022-09-07,脆球点心,快餐,20,9,180,其他,午夜
8984,2022-09-07,法兰基卷,快餐,50,1,50,在线支付,午夜
8985,2022-09-07,新鲜甘蔗汁,饮品,25,7,175,在线支付,下午
8986,2022-09-07,冰咖啡,饮品,40,10,400,现金,下午
8987,2022-09-07,脆球点心,快餐,20,3,60,现金,晚上
8988,2022-09-07,招牌三明治,快餐,60,7,420,现金,傍晚
8989,2022-09-07,招牌三明治,快餐,60,3,180,现金,晚上
8990,2022-09-07,冰咖啡,饮品,40,12,480,在线支付,早晨
8991,2022-09-07,冰咖啡,饮品,40,4,160,现金,晚上
8992,2022-09-07,脆球点心,快餐,20,15,300,现金,早晨
8993,2022-09-07,新鲜甘蔗汁,饮品,25,15,375,现金,晚上
8994,2022-09-07,脆球点心,快餐,20,15,300,现金,晚上
8995,2022-09-07,冰咖啡,饮品,40,3,120,现金,傍晚
8996,2022-09-07,咖喱土豆球,快餐,20,10,200,现金,傍晚
8997,2022-09-07,脆球点心,快餐,20,14,280,现金,午夜
8998,2022-09-07,咖喱土豆球,快餐,20,7,140,现金,午夜
8999,2022-09-07,招牌三明治,快餐,60,13,780,在线支付,晚上
9000,2022-09-07,新鲜甘蔗汁,饮品,25,14,350,在线支付,下午
9001,2022-09-07,脆球点心,快餐,20,5,100,现金,晚上
9002,2022-09-07,冰咖啡,饮品,40,8,320,在线支付,午夜
9003,2022-09-07,咖喱土豆球,快餐,20,3,60,在线支付,早晨
9004,2022-09-07,法兰基卷,快餐,50,8,400,在线支付,晚上
9005,2022-09-07,招牌三明治,快餐,60,6,360,现金,早晨
9006,2022-09-07,新鲜甘蔗汁,饮品,25,8,200,现金,下午
9007,2022-09-07,新鲜甘蔗汁,饮品,25,11,275,现金,晚上
9008,2022-09-07,招牌三明治,快餐,60,3,180,现金,傍晚
9009,2022-09-07,招牌三明治,快餐,60,5,300,现金,下午
9010,2022-09-07,冰咖啡,饮品,40,8,320,在线支付,早晨
9011,2022-09-07,招牌三明治,快餐,60,6,360,现金,晚上
9012,2022-09-07,招牌三明治,快餐,60,9,540,现金,傍晚
9013,2022-09-07,冰咖啡,饮品,40,9,360,现金,早晨
9014,2022-09-07,新鲜甘蔗汁,饮品,25,15,375,现金,午夜
9015,2022-09-07,法兰基卷,快餐,50,13,650,在线支付,晚上
9016,2022-09-07,咖喱土豆球,快餐,20,13,260,现金,晚上
9017,2022-09-07,咖喱土豆球,快餐,20,6,120,其他,早晨
9018,2022-09-07,法兰基卷,快餐,50,6,300,现金,午夜
9019,2022-09-07,招牌三明治,快餐,60,5,300,其他,早晨
9020,2022-09-07,新鲜甘蔗汁,饮品,25,4,100,在线支付,晚上
9021,2022-09-07,招牌三明治,快餐,60,8,480,其他,傍晚
9022,2022-09-07,新鲜甘蔗汁,饮品,25,6,150,其他,早晨
9023,2022-09-07,新鲜甘蔗汁,饮品,25,7,175,现金,早晨
9024,2022-09-07,招牌三明治,快餐,60,2,120,现金,早晨
9025,2022-09-07,法兰基卷,快餐,50,12,600,在线支付,午夜
9026,2022-09-07,法兰基卷,快餐,50,7,350,在线支付,晚上
9027,2022-09-07,咖喱土豆球,快餐,20,15,300,现金,早晨
9028,2022-09-07,冰咖啡,饮品,40,7,280,在线支付,午夜
9029,2022-09-07,冰咖啡,饮品,40,12,480,在线支付,傍晚
9030,2022-09-07,冰咖啡,饮品,40,13,520,在线支付,早晨
9031,2022-09-07,咖喱土豆球,快餐,20,7,140,在线支付,下午
9032,2022-09-07,法兰基卷,快餐,50,9,450,现金,晚上
9033,2022-09-07,咖喱土豆球,快餐,20,3,60,现金,晚上
9034,2022-09-07,瓦达汉堡,快餐,20,9,180,现金,午夜
9035,2022-09-07,招牌三明治,快餐,60,10,600,其他,午夜
9036,2022-09-07,招牌三明治,快餐,60,8,480,现金,早晨
9037,2022-09-07,新鲜甘蔗汁,饮品,25,10,250,在线支付,傍晚
9038,2022-09-07,瓦达汉堡,快餐,20,7,140,现金,早晨
9039,2022-09-07,咖喱土豆球,快餐,20,13,260,现金,傍晚
9040,2022-09-07,咖喱土豆球,快餐,20,11,220,在线支付,晚上
9041,2022-09-07,冰咖啡,饮品,40,9,360,现金,早晨
9042,2022-09-07,冰咖啡,饮品,40,9,360,现金,午夜
9043,2022-09-07,法兰基卷,快餐,50,1,50,现金,傍晚
9044,2022-09-07,咖喱土豆球,快餐,20,6,120,现金,早晨
9045,2022-09-07,咖喱土豆球,快餐,20,8,160,在线支付,傍晚
9046,2022-09-07,新鲜甘蔗汁,饮品,25,8,200,现金,早晨
9047,2022-09-07,新鲜甘蔗汁,饮品,25,3,75,现金,傍晚
9048,2022-09-07,咖喱土豆球,快餐,20,11,220,其他,傍晚
9049,2022-09-07,法兰基卷,快餐,50,6,300,现金,下午
9050,2022-09-07,法兰基卷,快餐,50,5,250,现金,早晨
9051,2022-09-07,咖喱土豆球,快餐,20,8,160,在线支付,晚上
9052,2022-09-07,脆球点心,快餐,20,9,180,在线支付,下午
9053,2022-09-07,招牌三明治,快餐,60,7,420,在线支付,晚上
9054,2022-09-07,新鲜甘蔗汁,饮品,25,6,150,在线支付,晚上
9055,2022-09-07,脆球点心,快餐,20,15,300,现金,下午
9056,2022-09-07,法兰基卷,快餐,50,7,350,在线支付,傍晚
9057,2022-09-07,瓦达汉堡,快餐,20,11,220,在线支付,早晨
9058,2022-09-07,法兰基卷,快餐,50,3,150,现金,晚上
9059,2022-09-07,法兰基卷,快餐,50,15,750,现金,晚上
9060,2022-09-07,招牌三明治,快餐,60,3,180,现金,下午
9061,2022-09-07,咖喱土豆球,快餐,20,7,140,在线支付,午夜
9062,2022-09-07,瓦达汉堡,快餐,20,8,160,在线支付,早晨
9063,2022-09-07,冰咖啡,饮品,40,15,600,现金,傍晚
9064,2022-09-07,瓦达汉堡,快餐,20,7,140,在线支付,早晨
9065,2022-09-07,冰咖啡,饮品,40,7,280,在线支付,下午
9066,2022-09-07,新鲜甘蔗汁,饮品,25,14,350,现金,午夜
9067,2022-09-07,招牌三明治,快餐,60,8,480,在线支付,下午
9068,2022-09-07,新鲜甘蔗汁,饮品,25,11,275,在线支付,下午
9069,2022-09-07,脆球点心,快餐,20,8,160,现金,下午
9070,2022-09-07,脆球点心,快餐,20,13,260,在线支付,下午
9071,2022-09-07,法兰基卷,快餐,50,1,50,在线支付,傍晚
9072,2022-09-07,新鲜甘蔗汁,饮品,25,8,200,现金,傍晚
9073,2022-09-07,法兰基卷,快餐,50,9,450,现金,早晨
9074,2022-09-07,脆球点心,快餐,20,6,120,在线支付,午夜
9075,2022-09-07,招牌三明治,快餐,60,3,180,现金,早晨
9076,2022-09-07,咖喱土豆球,快餐,20,8,160,现金,午夜
9077,2022-09-07,瓦达汉堡,快餐,20,6,120,现金,傍晚
9078,2022-09-07,冰咖啡,饮品,40,10,400,现金,晚上
9079,2022-09-07,冰咖啡,饮品,40,4,160,现金,傍晚
9080,2022-09-07,瓦达汉堡,快餐,20,5,100,现金,晚上
9081,2022-09-07,咖喱土豆球,快餐,20,10,200,现金,午夜
9082,2022-09-07,法兰基卷,快餐,50,9,450,其他,午夜
9083,2022-09-07,脆球点心,快餐,20,10,200,在线支付,午夜
9084,2022-09-07,脆球点心,快餐,20,5,100,现金,早晨
9085,2022-09-07,咖喱土豆球,快餐,20,15,300,现金,下午
9086,2022-09-07,咖喱土豆球,快餐,20,13,260,在线支付,傍晚
9087,2022-09-07,瓦达汉堡,快餐,20,13,260,现金,晚上
9088,2022-09-07,新鲜甘蔗汁,饮品,25,14,350,在线支付,傍晚
9089,2022-09-07,咖喱土豆球,快餐,20,4,80,在线支付,晚上
9090,2022-09-07,法兰基卷,快餐,50,1,50,现金,午夜
9091,2022-09-07,招牌三明治,快餐,60,2,120,现金,早晨
9092,2022-09-07,招牌三明治,快餐,60,1,60,现金,早晨
9093,2022-09-07,脆球点心,快餐,20,1,20,现金,午夜
9094,2022-09-07,法兰基卷,快餐,50,6,300,现金,傍晚
9095,2022-09-07,法兰基卷,快餐,50,6,300,在线支付,下午
9096,2022-09-07,冰咖啡,饮品,40,15,600,其他,傍晚
9097,2022-09-07,瓦达汉堡,快餐,20,11,220,在线支付,下午
9098,2022-09-07,冰咖啡,饮品,40,15,600,在线支付,下午
9099,2022-09-07,咖喱土豆球,快餐,20,8,160,在线支付,早晨
9100,2022-09-07,咖喱土豆球,快餐,20,11,220,在线支付,傍晚
9101,2022-09-07,脆球点心,快餐,20,6,120,现金,傍晚
9102,2022-09-07,招牌三明治,快餐,60,3,180,现金,下午
9103,2022-09-07,招牌三明治,快餐,60,11,660,在线支付,早晨
9104,2022-09-07,招牌三明治,快餐,60,2,120,在线支付,傍晚
9105,2022-09-07,冰咖啡,饮品,40,9,360,在线支付,下午
9106,2022-09-07,冰咖啡,饮品,40,9,360,现金,傍晚
9107,2022-09-07,法兰基卷,快餐,50,9,450,现金,下午
9108,2022-09-07,咖喱土豆球,快餐,20,8,160,在线支付,早晨
9109,2022-09-07,瓦达汉堡,快餐,20,15,300,其他,晚上
9110,2022-09-07,脆球点心,快餐,20,11,220,现金,早晨
9111,2022-09-07,法兰基卷,快餐,50,5,250,现金,早晨
9112,2022-09-07,脆球点心,快餐,20,15,300,其他,傍晚
